input,output,se_order
"tidak ada fasilitas akomodasi ke bandara , tempat jauh dari jalan besar .| aspek : <extra_id_0>",<extra_id_0> fasilitas akomodasi ke bandara,a
"bagus . bersih . nyaman . sore nya keliling naik becak yang ada di depan penginapan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> bagus <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> bersih <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> nyaman <extra_id_8> positive,aos
"oke semua . cumak satu krgnya . selimutnya bau .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> semua <extra_id_1> oke ; <extra_id_2> selimutnya <extra_id_3> bau,ao
"kamar luas , tempat strategis sebelah lippo , parkir enak hanya saja seprai agak bau dan kloset agak tersumbat , pelayanan bagus , ada lift .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> luas ; <extra_id_2> tempat <extra_id_3> strategis ; <extra_id_4> parkir <extra_id_5> enak ; <extra_id_6> seprai <extra_id_7> agak bau ; <extra_id_8> kloset <extra_id_9> agak tersumbat ; <extra_id_10> pelayanan <extra_id_11> bagus ; <extra_id_12> lift <extra_id_13> ada,ao
tidak nyaman kamar mandi bau tidak ada gantungan baju dan lingkunganya berisik .| aspek : <extra_id_0>,<extra_id_0> kamar mandi ; <extra_id_1> gantungan baju ; <extra_id_2> lingkunganya ; <extra_id_3> NULL,a
"sangat mengecewakan . tempat nya susah di cari , kamar mandi pengap dan bau , ac tidak dingin dan menetes , terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan seperti pereman pasar . di tambah kemarin dapat kamar 202 tangg .| aspek : <extra_id_0>",<extra_id_0> tempat nya ; <extra_id_1> kamar mandi ; <extra_id_2> ac ; <extra_id_3> pemilik nya ; <extra_id_4> NULL,a
shower holder tidak bisa jadi susah mandi .| opini : <extra_id_0>,<extra_id_0> tidak bisa,o
"pelayanan cepat tanggap dan viewnya bagus banget .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> cepat tanggap ; <extra_id_2> viewnya <extra_id_3> bagus banget,ao
dengan budget segitu sudah dangat bagus .| aspek : <extra_id_0>,<extra_id_0> NULL,a
kamar tidak terang ac kurang dingin kamar mandi terlalu kecil wifi rusak lingkungan sekitar hotel asyik sih ada sarapan enak di dekat hotel namanya nasi uduk ibu maya disebelah alfamart .| aspek : <extra_id_0>,<extra_id_0> kamar ; <extra_id_1> ac ; <extra_id_2> kamar mandi ; <extra_id_3> wifi ; <extra_id_4> lingkungan,a
"kamar hotel nyaman meskipun kecil , ac dingin banget , staf hotel ramah bahkan masih bisa senyum saya bangunin jam 4 subuh buat check out .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar hotel <extra_id_1> nyaman ; <extra_id_2> kamar hotel <extra_id_3> kecil ; <extra_id_4> ac <extra_id_5> dingin banget ; <extra_id_6> staf hotel <extra_id_7> ramah,ao
"masih oke lah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> masih oke,ao
"tidak sesuai dengan foto , tidak ada meja dan air panas .| aspek : <extra_id_0>",<extra_id_0> meja ; <extra_id_1> air panas,a
dilayani dengan baik . check in lebih awal tidak kena biaya .| opini : <extra_id_0>,<extra_id_0> baik,o
tempat makan banyak .| opini : <extra_id_0>,NULL,o
"liftnya kurang penerangan , coba pakai alternate tangga bahkan salah masuk ruang operator , entah tidak ada tangga atau sepertinya saya salah naik . yang paling buat kurang nyaman itu airnya licin , mandi jadi rasanya seperti tidak mandi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> liftnya <extra_id_1> kurang penerangan <extra_id_2> negative ; <extra_id_3> airnya <extra_id_4> licin <extra_id_5> negative,aos
"tidak sesuai dengan kamar pesanan . ac tidak dingin .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> negative ; <extra_id_2> ac <extra_id_3> negative,as
"Sangat merekomendasikan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> Sangat merekomendasikan <extra_id_2> positive,aos
"kamar 617 panas . hari pertama minta dibenarkan . hari kedua masih panas . keluhan ke resepsionis tidak direspon oleh tim maintenance . semalaman air conditioner tidak menyala , terpaksa buka jendela .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> panas ; <extra_id_2> air conditioner <extra_id_3> tidak menyala,ao
kamar airy saya belum dibersihkan dan orang atau pegawai hotel tidur di dalamnya dan akhirnya diganti dengan kamar lain yang bukan kamar airy .| aspek : <extra_id_0>,NULL,a
"saya mau boking lagi ini hari sudah penuh . pime ?| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"semuanya memuaskan hanya masukan saja untuk handuknya kalau sudah agak kusam agar diganti .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> semuanya <extra_id_1> positive ; <extra_id_2> handuknya <extra_id_3> negative,as
"keamanan hotel mengecewakan . ktp saya beserta tamu hotel lainnya hilang dicuri dikarenakan kelalaian penjagaan . ditambah cctv yang ada di hotel ternyata tidak aktif .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> keamanan hotel <extra_id_1> negative,as
semua oke cuma selimutnya saja kecil dan jendela kotor .| opini : <extra_id_0>,<extra_id_0> oke ; <extra_id_1> kecil ; <extra_id_2> kotor,o
"desain kabar bagus , pelayanan ramah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> desain <extra_id_1> bagus <extra_id_2> positive ; <extra_id_3> pelayanan <extra_id_4> ramah <extra_id_5> positive,aos
"lokasi berada di tempat yang jauh dari kebisingan kota . bangunan lama . pemandangan bagus , kolam renang viewnya gunung salak tetapi kolamnya kotor . kamarnya penerangan sangat kurang , remang - remang . kasur keras . channel tv gambarnya jelek . ac dingin . air panas tidak fungsi . wc bagus . overall sesuai dengan harga yang tidak terlalu mahal .| opini : <extra_id_0>",<extra_id_0> lama ; <extra_id_1> bagus ; <extra_id_2> kotor ; <extra_id_3> sangat kurang ; <extra_id_4> remang - remang ; <extra_id_5> keras ; <extra_id_6> jelek ; <extra_id_7> dingin ; <extra_id_8> tidak fungsi ; <extra_id_9> bagus ; <extra_id_10> sesuai ; <extra_id_11> tidak terlalu mahal,o
"keren , mantap pelayanan oke , tempat nyaman . pegawai ramah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> oke <extra_id_2> positive ; <extra_id_3> tempat <extra_id_4> nyaman <extra_id_5> positive ; <extra_id_6> pegawai <extra_id_7> ramah <extra_id_8> positive ; <extra_id_9> NULL <extra_id_10> keren <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> mantap <extra_id_14> positive,aos
"air hotel bau tidak bisa istirahat karena hotel pakai acara pernikahan kamar terkesan kusam dan gelap me .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> air <extra_id_1> bau <extra_id_2> negative ; <extra_id_3> kamar <extra_id_4> kusam <extra_id_5> negative ; <extra_id_6> kamar <extra_id_7> gelap <extra_id_8> negative,aos
"wife mati , lupa dikasih selimut , air panas sedikit saja . ac juga tidak memuaskan , cari petugasnya juga susah .| opini : <extra_id_0>",<extra_id_0> mati ; <extra_id_1> lupa dikasih ; <extra_id_2> sedikit ; <extra_id_3> tidak memuaskan,o
"toilet , closet duduk tidak lancaf .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> closet duduk <extra_id_1> tidak lancaf <extra_id_2> negative,aos
"nyaman , lain kali kalau ke semoga ingin inap disini lagi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"lumayan lah untuk penginapan saja , oke punya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> lumayan ; <extra_id_2> NULL <extra_id_3> oke,ao
kamar langsung dibersihkan begitu diminta .| aspek : <extra_id_0>,NULL,a
"baru coba airy room yang pertama kali . seprai dan sarung bantal bekas pakai belum dicuci , masih bau iler . lubang septic tank atau entah lubang apa letaknya di bawah kasur , tetapi baunya seperti septic tank .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> seprai <extra_id_1> bekas ; <extra_id_2> seprai <extra_id_3> belum dicuci ; <extra_id_4> seprai <extra_id_5> bau ; <extra_id_6> sarung bantal <extra_id_7> bekas ; <extra_id_8> sarung bantal <extra_id_9> belum dicuci ; <extra_id_10> sarung bantal <extra_id_11> bau,ao
"kamarnya unik dan harganya pas dikantong . dekat dengan monas dan bundaran hai .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> unik <extra_id_2> positive ; <extra_id_3> harganya <extra_id_4> pas dikantong <extra_id_5> positive,aos
"karyawan kurang ramah dan kurang baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> karyawan <extra_id_1> kurang ramah ; <extra_id_2> karyawan <extra_id_3> kurang baik,ao
"bersih , petugas ramah , lokasi strategis dan sekarang sudah jadi langganan tetap .| aspek : <extra_id_0>",<extra_id_0> petugas ; <extra_id_1> lokasi ; <extra_id_2> NULL,a
"nyaman untuk ditinggali tetapi kasur terlalu besar .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kasur <extra_id_1> terlalu besar <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> nyaman <extra_id_5> positive,aos
bagus sih tempatnya tetapi masa harga airy lebih mahal daripada harga on the spot .| aspek : <extra_id_0>,<extra_id_0> tempatnya,a
"kamar mandi bau kasurnya kurang bersih lokasi strategis dekat dengan farmhouse .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> negative ; <extra_id_2> kasurnya <extra_id_3> negative ; <extra_id_4> lokasi <extra_id_5> positive,as
"cukup menyenangkan hanya pelayanan dari resepsiinis yang kurang oke , saya datang jam 1 sing diminta mnunggu dan meninggalkan nomor telepon agar saat room sudah siap saya akan di hubungi , kemudian saya keluar makan siang sehingga jam 2 sing lebih tidak ada kabar dari pihak hotel ternyata room sudah siap saat saya datang lagi .| aspek : <extra_id_0>",<extra_id_0> pelayanan ; <extra_id_1> resepsiinis ; <extra_id_2> NULL,a
pelayanannya oke .| aspek : <extra_id_0>,<extra_id_0> pelayanannya,a
ac nya tidak dingin .| aspek : <extra_id_0>,<extra_id_0> ac nya,a
"dari jam 01.00 sampai jam 05.30 wita kamar gelap , panas , banyak nyamuk karena mati lampu .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> negative,as
"kamar mandi tersumbat tidak ada handuk sama sabun .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar mandi <extra_id_1> tersumbat <extra_id_2> negative ; <extra_id_3> handuk <extra_id_4> tidak ada <extra_id_5> negative ; <extra_id_6> sabun <extra_id_7> tidak ada <extra_id_8> negative,aos
"harga murah , kualitas kamar bagus , tidak nyesal inap di tempat ini .| opini : <extra_id_0>",<extra_id_0> murah ; <extra_id_1> bagus ; <extra_id_2> tidak nyesal,o
"walaupun harganya murah , tetapi kelasx bukan murahan . sangat recommended buat ini hotel .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> harganya <extra_id_1> murah ; <extra_id_2> kelasx <extra_id_3> bukan murahan ; <extra_id_4> hotel <extra_id_5> sangat recommended,ao
"pas masuk pertama kali pengap , mungkin karena tidak kena sinar matahari .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"tidak sesuai dengan foto , tidak ada meja dan air panas .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> meja <extra_id_1> tidak ada <extra_id_2> negative ; <extra_id_3> air panas <extra_id_4> tidak ada <extra_id_5> negative,aos
"wifi mati , toilet rusak .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> wifi <extra_id_1> negative ; <extra_id_2> toilet <extra_id_3> negative,as
"lokasinya yang sulit ditemukan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lokasinya <extra_id_1> negative,as
"toiletnya kotor , bantalnya bau , tetapi fasilitas yang lain oke .| opini : <extra_id_0>",<extra_id_0> kotor ; <extra_id_1> bau ; <extra_id_2> oke,o
"kamar minta dibersihkan dulu , baru petugasnya membersihkan .| aspek : <extra_id_0> ,opini : <extra_id_1>",NULL,ao
"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> sinyal tv nya <extra_id_1> kurang bagus ; <extra_id_2> wifi <extra_id_3> belum stabil ; <extra_id_4> keset <extra_id_5> tidak ada ; <extra_id_6> remote ac nya <extra_id_7> macet ; <extra_id_8> NULL <extra_id_9> murah ; <extra_id_10> NULL <extra_id_11> nyaman,ao
The hotel is beautiful and the location is close to the malls .| aspek : <extra_id_0>,<extra_id_0> hotel ; <extra_id_1> location,a
"bagus , cuma kamar sempit jadi kaki sering kesandung .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> sempit ; <extra_id_2> NULL <extra_id_3> bagus,ao
"over all baguss dengan harga murah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> over all <extra_id_1> baguss <extra_id_2> positive ; <extra_id_3> harga <extra_id_4> murah <extra_id_5> positive,aos
"harga sesuai dan gambar bukan tipuan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> harga <extra_id_1> positive,as
bagus murah dan dekat tempat belanja pusat kota juga .| opini : <extra_id_0>,<extra_id_0> bagus murah,o
"pelayanan enak sih , mbaknya ramah , tetapi kurang sopan . masa tamu di anggap teman sendiri , di panggil nama , setau saya , ada aturannya terus yang bantu login wifinya bahkan koko yang punya bukan pelayannya . ngomongngomong . terimakasih .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> mbaknya <extra_id_3> positive ; <extra_id_4> mbaknya <extra_id_5> negative,as
"good , tetapi gadapet fasilitas dari airy rooms seperti biasanya , huhu .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> fasilitas <extra_id_1> gadapet <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> good <extra_id_5> positive,aos
kamar nya tidak rapi . tetapi untuj bufger ccukuplah .| aspek : <extra_id_0>,<extra_id_0> kamar nya,a
"bantal bertuliskan airy sudah tidak layak .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> bantal <extra_id_1> tidak layak,ao
"Ya memang harganya jg cukup murah meriah sih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> harganya <extra_id_1> murah meriah <extra_id_2> positive,aos
"sesuai harga , cukuplah , yang penting ramah , sebagai informasi : air panasnya berfungsi setelah 5mnt + air keluar .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> harga <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
"cukup bagus . cuma banyak nyamuk beterbangan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> cukup bagus <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> banyak nyamuk <extra_id_5> negative,aos
"oke saja , tetapi ac nya berisik banget sudah .| aspek : <extra_id_0>",<extra_id_0> ac nya ; <extra_id_1> NULL,a
"tempat masih bisa dijangkau dari pusat kota . dekat dengan fast food . kamar baik , hanya toiletnya sempit .| opini : <extra_id_0>",<extra_id_0> baik ; <extra_id_1> sempit,o
"sudah capek dari bandung pingin istirahat . sudah dapat kamar , eh ac rusak bahkan dapat kipas angin . walau dapat pot 50000 . trakhr bangun tdr masuk angin . tempatnya bagus tetapi begitu kalau soal pelayanan harus di tingkatkan lagi dan kurang ramah .| aspek : <extra_id_0>",<extra_id_0> ac ; <extra_id_1> tempatnya ; <extra_id_2> pelayanan,a
senengnya dape t kamar paling depan jadi kalau mau keluar keluar enak tidak ganggu .| opini : <extra_id_0>,NULL,o
"kamar luas dan bersih , harga murah .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> harga <extra_id_3> positive,as
"Pada waktu itu saya mencoba dinner all u can eat 120rb ++ untuk 2 orang .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> dinner all u can eat <extra_id_1> NULL <extra_id_2> neutral,aos
Thank you .| opini : <extra_id_0>,NULL,o
"pelayanan yang ramah . dan fasilitas mumpuni . cuma kurang kebersihan kamarandi saja . selebihnya memuaskan . nilai plusnya ada di breakfast yang enak .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> fasilitas <extra_id_4> mumpuni <extra_id_5> positive ; <extra_id_6> kebersihan kamarandi <extra_id_7> kurang <extra_id_8> negative ; <extra_id_9> selebihnya <extra_id_10> memuaskan <extra_id_11> positive ; <extra_id_12> breakfast <extra_id_13> enak <extra_id_14> positive,aos
"wifi gratis cuma di lobi , kamar mandi ada serangganya , kamar bau rokok , channel tv lengkap , kamar cukup bersih , sandal hotel putus .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> wifi <extra_id_1> negative ; <extra_id_2> kamar mandi <extra_id_3> negative ; <extra_id_4> kamar <extra_id_5> negative ; <extra_id_6> channel tv <extra_id_7> positive ; <extra_id_8> kamar <extra_id_9> positive ; <extra_id_10> sandal hotel <extra_id_11> negative,as
"suka banget menginap disini .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
kebersihan kamar kurang diperhatikan penerangan di kamar kurang .| opini : <extra_id_0>,<extra_id_0> kurang diperhatikan ; <extra_id_1> kurang,o
tempat bersih dan nyaman .| opini : <extra_id_0>,<extra_id_0> bersih ; <extra_id_1> nyaman,o
"kualitas wifi sangat buruk sekali bahkan kadangkadang mati berkali kali saya menginap disini tetapi kualitas wifi tetap saja begitu bahkan semakin parah . tolong diperhatikan .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> wifi <extra_id_1> sangat buruk sekali,ao
pintu kamar bawahnya kurang rapat . bisa di menjenguk . hadehh .| opini : <extra_id_0>,<extra_id_0> kurang rapat,o
lokasi kamar terpencil .| opini : <extra_id_0>,<extra_id_0> terpencil,o
"hotelnya bersih dan bagus , hanya saja kamarku di lantai 3 harus naik tangga membawa koper .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> bagus,o
"kamar bersih , dingin luar biasa . pokoknya mantap lah .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> NULL,a
"pesan yang double , dikasih yang twin . keluhan terus baru di pindah dan harus di siapkan dulu cepetcepet . tidak dapat bantal kecil airy di tempat tidur . terimakasih .| opini : <extra_id_0>",<extra_id_0> tidak dapat,o
